word,subj,sex,age,ethnic,city,county,intl,vocal,classical,folk,rock,country,pop,alternative,hiphop,unclassifiable,countyBlack,jayz,barkley,boondocks,monique,bieber,asianMove,blackMove,hispanicMove,nativeMove,SAAMEMove,whiteMove,blackWeekly,jayz1,boondocks1,familiarity,trial,fam1,popularityScore,numPreferredArtists,numOverallArtists
fetti,p126,Female,18,white,12823,60609,0,10,0,2,3,0,5,4,0,0,267,5,1,1,2,3,1,0,0,0,0,9,1,1,0,1,38,0,25,NA,NA
fetti,p31,Female,18,asian,25220,131939,0,0,0,0,0,0,3,0,3,0,3261,5,1,5,1,4,0,0,0,0,0,9,3,1,1,1,1,0,25,1,3
fetti,p56,Female,17,asian,14887,289068,5,0,5,0,0,0,3,0,0,0,20297,5,3,1,3,4,10,1,1,0,1,3,2,1,0,1,15,0,25,NA,NA
fetti,p59,Male,20,asian,254001,281531,0,0,0,0,5,0,0,4,0,0,5,1,1,1,1,1,4,1,0,0,0,4,3,0,0,1,61,0,25,NA,NA
fetti,p125,Female,17,white,20516,1156212,0,0,2,0,0,0,0,4,0,0,126221,3,1,1,3,2,0,0,0,0,0,15,7,1,0,1,10,0,25,NA,NA
fetti,p74,Male,19,white,24105,24106,0,0,0,0,1,4,0,2,0,0,1548,1,3,1,3,2,0,1,0,0,0,3,3,0,0,1,61,0,25,NA,NA
fetti,p43,Female,18,asian,0,0,6,0,0,0,0,0,4,0,8,0,0,5,1,1,2,3,0.75,1,0.352564103,0,0.294871795,6.294871795,1,1,0,1,61,0,25,1,3
fetti,p33,Female,20,white,281262,506278,0,0,0,0,3,2,0,0,0,0,18064,5,1,1,4,4,1,4,0,0,0,6,12,1,0,1,47,0,25,NA,NA
fetti,p174,Male,19,white,281262,506278,0,0,3,1,0,0,0,0,0,1,18064,1,1,1,2,1,1,0,0,0,0,6,1,0,0,1,37,0,25,NA,NA
fetti,p132,Female,18,asian,28335,131939,0,0,0,0,0,0,1,0,0,0,3261,2,1,1,1,2,0,0,0,0,0,5,0,1,0,1,62,0,25,NA,NA
fetti,p95,Female,18,african,103486,143962,1,2,0,0,0,0,4,4,0,0,5813,1,1,3,1,5,0,0,0,0,6,2,0,0,1,1,16,0,25,NA,NA
fetti,p117,Female,21,white,385542,1156212,0,0,4,0,0,0,0,3,0,0,126221,1,1,1,1,2,0,0,0,0,0,6,0,0,0,1,47,0,25,NA,NA
fetti,p72,Female,18,white,63196,1156212,0,0,0,0,2,5,4,0,10,0,163,5,3,1,3,3,1,1,1,0,0,11,4,1,0,1,39,0,25,0,3
fetti,p44,Female,18,white,30186,130681,0,2,0,0,6,0,0,3,0,0,1593,5,1,1,3,2,2,3,0,0,0,9,3,1,0,1,46,0,25,NA,NA
fetti,p28,Male,17,white,19391,396500,0,0,0,0,18,0,3,2,2,0,18064,1,1,5,3,1,0,0,0,0,0,6,0,0,1,1,18,0,25,0,3
fetti,p3,Female,18,white,385542,1156212,0,0,0,1,4,0,2,3,0,0,126221,5,1,1,3,3,1,0,1,0,0,4,0,1,0,1,37,0,25,NA,NA
fetti,p7,Female,19,white,13855,1156212,4,5,0,0,5,0,2,4,2,0,126221,1,3,5,1,1,4,2,0,0,0,5,5,0,1,5,26,1,25,0,3
fetti,p123,Male,36,white,281262,506278,0,0,0,0,2,0,0,4,0,0,18064,5,2,1,5,1,0,0,0,0,0,6,3,1,0,1,59,0,25,NA,NA
fetti,p164,Female,19,white,66190,99409,0,0,0,1,1,0,1,2,0,0,267,1,1,1,1,1,0,0,0,0,0,5,0,0,0,1,50,0,25,NA,NA
fetti,p46,Female,20,white,281262,506278,0,0,0,0,0,0,0,0,8,0,18064,5,3,1,5,6,1,2,0,0,1,1,13,1,0,1,33,0,25,0,3
fetti,p178,Male,20,white,23739,86311,0,0,4,0,3,0,0,3,0,0,1377,5,2,1,1,2,0,2,0,0,0,2,3,1,0,1,13,0,25,NA,NA
fetti,p69,Female,20,white,24361,506278,0,0,0,0,1,1,3,2,3,0,32,5,1,1,3,2,0,0,0,0,0,8,0,1,0,1,44,0,25,0,3
fetti,p39,Female,18,asian,11125,20558,0,0,0,0,0,5,0,0,7,0,657,2,1,1,1,5,4,0,0,0,0,8,2,1,0,1,10,0,25,1,3
fetti,p4,Female,18,white,46598,1156212,0,0,0,1,0,0,0,2,0,0,126221,5,1,1,3,5,0.75,0.592356688,0.352564103,0.031847134,0.294871795,6.294871795,3.018181818,1,0,1,43,0,25,NA,NA
fetti,p170,Male,19,african,103486,143962,7,0,4,0,0,0,0,0,0,0,5813,5,5,1,1,1,0,0,1,0,5,3,0,1,0,1,36,0,25,NA,NA
fetti,p160,Female,22,white,17970,231958,0,0,0,0,0,2,2,0,2,0,7748,5,3,1,3,2,0,0,0,0,0,7,6,1,0,1,14,0,25,0,3
fetti,p135,Female,18,asian,0,0,0,0,3,0,0,0,1,1,0,0,0,1,1,1,1,1,2,0,0,0,0,2,0,0,0,1,15,0,25,NA,NA
fetti,p42,Female,18,white,326,506278,0,0,0,0,1,4,3,2,0,0,288,5,1,1,1,3,0,0,0,0,0,8,5,1,0,1,47,0,25,NA,NA
fetti,p2,Female,18,white,10468,48965,0,0,0,0,0,0,1,2,0,0,553,4,1,1,4,2.5,1,0,1,0,1,6,3,1,0,1,59,0,25,NA,NA
fetti,p144,Male,18,white,66190,99409,0,5,5,0,4,0,0,1,0,0,267,1,1,1,1,1,0,0,0,0,0,6,2,0,0,1,32,0,25,NA,NA
fetti,p32,Male,18,white,50804,1156212,0,0,0,0,5,0,0,0,0,0,126221,1,1,1,1,2,0,0,0,0,0,3,4,0,0,1,42,0,25,NA,NA
fetti,p121,Male,23,white,57345,231958,0,1,1,1,2,0,11,6,3,0,7748,1,3,5,1,1,1,1,0,0,0,9,5,0,1,1,40,0,25,0,3
fetti,p130,Female,19,white,21845,1156212,0,0,4,0,0,4,1,1,6,0,1478,1,1,1,1,3,0.75,0.592356688,0.352564103,0.031847134,0.294871795,6.294871795,8,0,0,1,34,0,25,1,3
fetti,p91,Female,21,white,235626,491357,0,1,0,0,2,1,2,2,4,0,22867,5,3,1,3,3,0,0,0,0,1,8,4,1,0,1,63,0,25,1,3
fetti,p182,Female,18,hispanic,165817.7093,535754.9681,0,4,5,0,1,0,0,2,0,0,0,5,1,1,1,2,0,0,2,0,0,5,1,1,0,1,43,0,25,NA,NA
fetti,p152,Male,18,white,385542,1156212,0,5,5,0,4,0,3,1,2,0,126221,5,3,1,2,2,0,4,2,0,0,7,6,1,0,1,29,0,25,0,3
fetti,p65,Female,22,white,101351,247319,0,3,0,0,4,0,0,6,0,0,4758,5,3,1,1,1,0,1,1,0,0,16,4,1,0,5,58,1,25,NA,NA
fetti,p88,Female,19,white,82960,1156212,0,0,0,0,1,0,2,0,5,0,126221,5,2,1,5,6,1,2,1,0,0,8,13,1,0,1,53,0,25,0,3
fetti,p173,Female,19,white,25220,131939,0,0,2,0,8,0,0,3,0,1,3261,1,1,5,1,1,1,0,0,1,0,4,0,0,1,1,49,0,25,NA,NA
fetti,p35,Female,17,biracial,72218,1156212,0,0,0,0,0,1,1,0,1,0,126221,5,2,1,3,4,0.75,0.592356688,0.352564103,0.031847134,0.294871795,6.294871795,3.018181818,1,0,1,25,0,25,1,3
fetti,p40,Female,18,white,84419,197767,0,0,0,0,0,1,2,0,1,0,2612,5,1,1,1,6,0,0,0,0,0,5,1,1,0,1,6,0,25,0,3
fetti,p148,Male,19,white,45561,1156212,0,5,0,0,1,0,3,3,0,0,126221,1,1,1,2,1,1,0,1,0,0,9,3,0,0,1,14,0,25,NA,NA
fetti,p30,Male,16,asian,82960,1156212,0,1,0,2,2,0,1,4,0,0,126221,5,1,1,3,2,1,0,0,0,0,5,1,1,0,1,52,0,25,NA,NA
fetti,p41,Female,18,white,63196,1156212,0,0,0,1,3,0,3,0,2,0,163,5,3,1,3,1,0,1,0,0,0,9,2,1,0,1,7,0,25,0,3
fetti,p163,Male,34,white,25220,131939,0,0,0,0,1,0,0,9,0,0,3261,5,1,5,1,1,0,0,0,0,0,7,3,1,1,1,64,0,25,NA,NA
fetti,p61,Female,17,white,385542,1156212,0,0,0,0,0,0,2,7,4,0,126221,1,3,1,1,3,3,0,0,1,0,4,2,0,0,1,38,0,25,0,3
fetti,p37,Male,18,white,64235,396500,0,0,1,0,2,0,1,1,5,0,18064,5,5,2,2,4,1,0,0,0,0,4,4,1,1,1,25,0,25,0,3
fetti,p150,Female,22,white,432,20838,0,1,2,0,3,0,4,1,2,0,78,5,2,1,1,4,0,0,0,0,0,7,0,1,0,1,28,0,25,0,3
fetti,p149,Female,18,white,4242,28059,0,0,0,0,2,0,4,5,4,0,113,5,3,5,3,2,0,0,1,0,2,8,0,1,1,5,24,1,25,0,3
fetti,p94,Male,18,white,385542,1156212,0,0,0,0,5,0,1,5,4,0,126221,5,3,1,1,3,3,5,1,0,0,6,3,1,0,1,47,0,25,0,3
fetti,p181,Male,18,white,95556,143339,0,0,3,0,0,0,0,2,0,0,3595,5,5,1,3,1,0,0,0,0,0,6,1,1,0,1,45,0,25,NA,NA
fetti,p115,Female,17,white,385542,1156212,0,0,0,0,4,0,1,6,0,0,126221,1,1,5,1,1,1,0,0,0,0,11,2,0,1,1,42,0,25,NA,NA
fetti,p116,Female,17,white,281262,506278,0,0,0,2,6,0,1,4,3,0,18064,5,1,1,1,1,2,0,0,0,0,7,12,1,0,1,36,0,25,0,3
fetti,p105,Female,17,white,165817.7093,535754.9681,0,0,0,0,2,0,1,0,1,0,0,5,1,1,3,6,0.75,0.592356688,0.352564103,0.031847134,0.294871795,6.294871795,12,1,0,1,27,0,25,1,3
fetti,p86,Male,21,unknown,385542,1156212,0,1,0,0,1,0,0,0,2,1,126221,1,1,1,1,1,0.75,0.592356688,0.352564103,0.031847134,0.294871795,6.294871795,6,0,0,1,60,0,25,0,3
fetti,p18,Female,18,white,374701,907574,0,0,0,1,7,0,0,2,5,1,38103,5,1,1,3,2,1,1,0,0,0,6,3,1,0,1,6,0,25,0,3
fetti,p159,Female,18,white,3127,44739,0,3,2,0,2,0,1,1,1,0,329,5,1,1,4,2,1,1,0,0,0,8,2,1,0,1,43,0,25,0,3
fetti,p75,Female,19,white,42180,320961,0,1,0,0,2,0,2,2,0,0,4071,5,1,1,4,1,0,0,0,0,0,9,1,1,0,1,26,0,25,NA,NA
fetti,p81,Female,18,asian,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,2,1,0,0,1,42,0,25,NA,NA
fetti,p167,Male,24,white,17056,1156212,0,0,0,0,1,0,4,5,4,0,126221,5,1,1,3,2,0,0,0,0,0,6,3,1,0,1,6,0,25,0,3
fetti,p161,Female,30,white,2781,23869,0,9,10,1,1,7,3,2,4,0,44,5,3,1,4,2,0,0,0,0,0,15,0,1,0,1,27,0,25,0,3
fetti,p24,Female,18,white,37796,131612,0,0,0,1,1,0,0,6,0,0,765,1,1,1,3,1,0,0,0,0,0,8,1,0,0,1,37,0,25,NA,NA
fetti,p127,Male,18,white,97856,165382,0,0,0,0,2,1,0,2,1,0,10089,5,5,3,4,2,0,0,0,0,0,7,5,1,1,1,55,0,25,0,3
fetti,p141,Male,18,white,33220,506278,0,4,3,0,0,0,0,2,4,0,14,5,5,5,2,1,2,2,0,0,0,11,1,1,1,1,54,0,25,0,3
fetti,p48,Female,18,white,604133,959521,0,0,0,0,0,5,0,0,0,0,246589,5,3,1,3,5,0,0,0,0,0,5,2,1,0,1,25,0,25,NA,NA
fetti,p58,Female,18,white,20516,1156212,0,0,0,0,0,0,0,1,0,0,126221,5,1,1,4,3,1,1,0,0,0,3,4,1,0,1,64,0,25,NA,NA
fetti,p29,Female,20,white,67136,148955,0,0,0,0,0,4,0,2,0,0,681,5,1,1,2,2,0,0,0,0,0,4,0,1,0,1,30,0,25,NA,NA
fetti,p19,Female,20,white,62407,1156212,0,2,0,0,0,0,5,2,0,1,126221,5,1,1,4,3,0,2,0,0,1,4,2,1,0,1,27,0,25,NA,NA
fetti,p124,Female,18,asian,281262,506278,6,5,0,0,2,0,4,1,7,1,18064,5,2,5,4,3,0.75,0.592356688,0.352564103,0.031847134,0.294871795,6.294871795,8,1,1,5,46,1,25,0,3
fetti,p51,Female,19,asian,281262,506278,1,0,0,0,0,0,1,2,1,0,18064,4,5,5,5,4,0.75,0.592356688,0.352564103,0.031847134,0.294871795,6.294871795,4,1,1,5,39,1,25,0,3
fetti,p97,Female,18,white,281262,506278,0,0,0,1,1,0,3,0,0,1,18064,1,1,1,2,3,1,0,0,0,0,9,3,0,0,1,49,0,25,NA,NA
fetti,p180,Male,18,white,19657,62723,0,3,0,0,0,0,0,0,1,0,18064,5,1,5,1,1.5,0,1,1,0,0,1,3,1,1,2,41,1,25,0,3
finna,p15,Female,20,white,33283,1156212,0,0,0,0,1,3,4,1,7,0,126221,5,5,1,4,6,3,3,2,0,0,9,3,1,0,5,3,1,80,2,18
finna,p53,Female,17,white,34033,396500,0,0,0,0,0,1,3,0,3,0,18064,5,1,1,3,6,0,0,1,0,0,1,0,1,0,5,40,1,80,1,18
finna,p136,Male,41,white,8789,58696,0,2,0,0,0,0,0,0,0,0,413,1,1,1,1,1,0,0,0,0,0,2,0,0,0,1,58,0,80,NA,NA
finna,p36,Female,18,white,712,148955,0,0,0,1,1,2,2,3,3,0,24,5,3,1,1,4,1,0,0,0,0,9,1,1,0,5,41,1,80,1,18
finna,p118,Female,18,white,24280,153504,0,3,3,0,1,0,3,1,0,0,6115,1,1,1,1,2,0.75,0.592356688,0.352564103,0.031847134,0.294871795,6.294871795,5,0,0,1,3,0,80,NA,NA
finna,p106,Male,19,white,281262,506278,0,0,0,0,0,1,1,0,3,0,18064,5,5,1,1,3,0,2,0,0,0,8,3,1,0,5,33,1,80,2,18
finna,p70,Female,18,white,385542,1156212,0,0,0,2,0,0,0,3,0,0,126221,5,1,1,3,2.5,0,0,0,0,0,6,2,1,0,1,20,0,80,NA,NA
finna,p107,Male,18,white,326,506278,0,0,0,0,1,3,1,1,4,0,288,5,2,5,1,1,0,0,0,0,0,10,7,1,1,5,48,1,80,2,18
finna,p102,Male,19,asian,8471,100593,0,0,0,0,0,0,0,0,5,0,979,5,5,5,3,2,5,1,0,0,1,0,6,1,1,5,33,1,80,3,18
finna,p83,Male,19,white,72878,1156212,0,1,0,0,4,4,4,4,0,0,126221,1,1,1,1,2,1,0,0,0,0,7,1,0,0,1,19,0,80,NA,NA
finna,p183,Male,21,white,59180,396500,0,2,0,0,0,0,0,0,0,0,18064,1,1,1,1,2,0.75,0.592356688,0.352564103,0.031847134,0.294871795,6.294871795,3.018181818,0,0,1,59,0,80,NA,NA
finna,p60,Female,18,white,56071,396500,0,0,0,0,0,3,1,3,2,0,18064,1,1,1,1,3,0,2,0,0,0,4,5,0,0,5,36,1,80,1,18
finna,p54,Male,20,white,727575,1789900,0,0,0,0,5,0,0,0,0,0,54877,5,5,1,1,1,1,0,0,0,0,5,1,1,0,1,63,0,80,NA,NA
finna,p21,Female,18,white,72878,1156212,0,0,0,0,2,1,1,1,1,0,126221,1,3,1,1,4,0,0,0,0,0,8,1,0,0,5,4,1,80,0,18
finna,p23,Female,18,white,31008,331582,0,1,0,2,1,0,0,1,0,0,13160,5,1,1,3,3,0,2,1,0,0,9,6,1,0,2,24,1,80,NA,NA
finna,p168,Female,18,white,8110,231958,0,0,0,0,3,0,0,4,0,0,7748,5,3,1,3,2.5,0,0,0,0,0,5,0,1,0,5,37,1,80,NA,NA
finna,p129,Female,19,white,11702,86311,1,4,0,0,2,0,0,2,0,0,1377,5,3,1,2,4,0,0,0,0,0,7,1,1,0,1,19,0,80,NA,NA
finna,p6,Male,16,white,33283,1156212,0,0,0,0,0,0,2,5,1,0,126221,1,1,5,3,2,0,0,0,0,0,2,1,0,1,5,49,1,80,1,18
finna,p175,Male,19,white,604133,959521,0,1,0,0,0,0,0,4,3,0,246589,5,3,5,4,2,1,1,1,0,0,4,2,1,1,1,16,0,80,0,18
finna,p143,Male,18,white,63196,1156212,0,7,0,3,2,0,1,4,0,0,163,1,1,1,1,1,0,0,0,0,0,8,1,0,0,1,29,0,80,NA,NA
finna,p120,Male,18,white,281262,506278,0,9,4,6,14,0,1,2,0,0,18064,5,2,5,1,2,0,0,2,0,0,6,7,1,1,5,1,1,80,NA,NA
finna,p10,Female,18,white,16237,197767,0,0,0,0,0,0,0,2,2,0,2612,5,1,1,1,1,0,2,1,0,0,8,7,1,0,1,20,0,80,1,18
finna,p139,Female,18,indian,64235,396500,3,0,0,0,5,0,0,0,0,0,18064,5,3,1,1,4,1,0,0,0,1,3,3,1,0,1,10,0,80,NA,NA
finna,p165,Female,18,white,4591,100593,0,2,0,0,4,5,1,1,3,0,979,5,1,1,3,4,0,0,0,0,0,6,0,1,0,1,30,0,80,1,18
finna,p145,Male,18,white,0,0,0,0,0,0,15,0,0,2,0,0,0,5,5,1,3,2,1,1,1,0,0,9,5,1,0,5,59,1,80,NA,NA
finna,p128,Female,18,white,62409,331582,0,0,4,4,4,0,2,4,0,0,13160,5,1,1,4,2,2,0,2,0,0,8,2,1,0,5,35,1,80,NA,NA
finna,p67,Female,22,white,72878,1156212,0,0,0,2,4,0,1,2,2,0,126221,5,5,1,4,1,0,1,0,0,1,6,5,1,0,5,58,1,80,0,18
finna,p122,Female,21,native,4622,1156212,0,0,0,3,3,0,1,6,2,1,126221,1,1,5,1,2,0,1,1,0,0,6,2,0,1,4,42,1,80,1,18
finna,p1,Female,20,white,15681,45836,0,0,1,1,0,0,0,3,0,0,463,5,1,5,2,2,0,0,0,0,0,7,1,1,1,1,23,0,80,NA,NA
finna,p157,Female,18,white,796,56588,0,0,2,0,2,0,2,0,0,0,288,5,5,5,4,3,0,0,0,0,0,4,4,1,1,5,36,1,80,NA,NA
finna,p63,Female,18,white,8110,231958,0,2,0,1,4,0,1,6,0,0,7748,5,1,1,4,3,0,0,0,1,0,8,3,1,0,1,3,0,80,NA,NA
finna,p133,Female,19,white,84419,197767,0,1,6,0,4,4,1,1,1,0,2612,1,1,1,1,1,0,0,0,0,0,7,0,0,0,1,59,0,80,0,18
finna,p177,Female,48,white,77451,642310,0,2,0,0,1,1,1,0,0,0,38804,1,1,1,1,1,0.75,0.592356688,0.352564103,0.031847134,0.294871795,6.294871795,1,0,0,1,17,0,80,NA,NA
finna,p50,Female,18,white,5887,44727,0,4,0,0,1,5,1,4,0,0,257,5,3,1,1,2,0,0,0,0,0,5,5,1,0,1,11,0,80,NA,NA
finna,p137,Female,19,white,128182,209226,0,0,0,0,4,0,2,1,0,0,7990,1,1,1,1,1,2,0,0,0,0,7,2,0,0,1,2,0,80,NA,NA
finna,p22,Female,25,white,115520,185816,0,5,0,1,12,0,0,3,7,1,32251,5,1,1,4,1,0,1,0,0,0,7,3,1,0,5,6,1,80,2,18
finna,p140,Female,27,white,1832,100070,0,0,0,0,0,5,0,0,0,0,1436,5,1,1,2,1,0,0,0,0,0,5,0,1,0,1,4,0,80,NA,NA
finna,p151,Male,18,white,84419,197767,0,5,0,2,6,0,1,1,4,0,2612,1,1,1,1,2,1,2,0,1,0,9,7,0,0,1,37,0,80,0,18
finna,p34,Male,20,white,103486,143962,0,1,0,0,5,0,0,3,0,0,5813,5,1,1,3,3,1,0,0,0,1,8,2,1,0,1,3,0,80,NA,NA
finna,p17,Male,18,white,56377,331582,0,1,0,0,1,0,3,4,1,0,13160,5,1,1,4,5,0,0,0,0,0,13,4,1,0,1,29,0,80,0,18
finna,p16,Female,21,asian,385542,1156212,0,0,0,0,0,0,2,1,4,0,126221,5,1,1,4,2.5,6,0,0,0,0,0,5,1,0,1,15,0,80,0,18
finna,p176,Male,17,white,281262,506278,0,4,0,0,2,0,0,3,7,0,18064,5,5,1,3,2,0,0,0,0,0,11,3,1,0,5,20,1,80,1,18
finna,p142,Female,21,white,5473,90688,0,0,5,1,5,0,1,4,0,0,4695,5,1,1,3,1,0,0,0,0,0,6,2,1,0,1,6,0,80,NA,NA
finna,p78,Female,28,black,57556,834560,0,0,0,0,0,0,0,0,0,0,547609,5,1,4,5,2,0,10,0,0,0,1,10,1,1,1,7,0,80,NA,NA
finna,p66,Male,18,asian,143663,932541,5,0,0,0,5,0,3,3,8,0,44421,5,3,1,1,1,2,1,0,0,1,5,2,1,0,5,15,1,80,2,18
finna,p147,Female,20,asian,0,0,0,0,4,0,0,0,1,0,3,0,0,5,1,1,1,3,0.75,0.592356688,0.352564103,0.031847134,0.294871795,6.294871795,0,1,0,1,18,0,80,1,18
finna,p154,Female,18,white,77483,536357,0,0,2,2,1,0,0,13,1,0,54502,1,1,1,3,1,0,0,0,0,0,6,2,0,0,5,43,1,80,0,18
finna,p96,Male,21,white,385542,1156212,0,1,0,1,3,0,0,0,0,0,126221,5,3,5,3,1,0,0,0,0,0,5,5,1,1,1,48,0,80,NA,NA
finna,p25,Female,18,white,5096,9629,0,3,0,0,1,0,0,0,0,0,56,2,1,1,2,1,0,0,1,0,0,13,1,1,0,1,4,0,80,NA,NA
finna,p76,Female,21,white,8481,197767,0,0,0,0,4,0,0,4,0,0,2612,5,1,1,4,3,1,0,0,0,0,6,2,1,0,1,22,0,80,NA,NA
finna,p172,Male,31,white,50018,396500,0,0,0,0,2,0,0,1,0,0,18064,1,5,1,4,1,0,0,0,0,0,4,2,0,0,1,42,0,80,NA,NA
finna,p38,Male,37,white,15681,45836,0,0,2,0,5,1,0,4,1,0,463,1,2,1,1,1,0.75,0.592356688,0.352564103,0.031847134,0.294871795,6.294871795,3.018181818,0,0,1,5,0,80,0,18
finna,p49,Female,21,white,5887,51665,0,1,0,1,4,0,2,3,2,0,183,5,1,1,1,4,1,1,0,0,0,8,2,1,0,1,25,0,80,0,18
finna,p156,Female,20,white,8110,231958,0,0,0,5,0,0,0,5,0,0,7748,5,1,1,4,1,1,0,0,0,0,4,3,1,0,1,16,0,80,NA,NA
finna,p20,Female,18,african,385542,1156212,0,0,0,0,0,0,2,0,8,0,126221,5,1,1,3,6,0,1,0,0,3,1,15,1,0,5,27,1,80,4,18
finna,p162,Female,18,white,199,15328,0,0,0,0,8,0,1,10,0,0,15,5,1,1,1,2,2,0,2,0,0,6,1,1,0,1,57,0,80,NA,NA
finna,p108,Male,19,white,67136,148955,0,0,0,0,13,0,1,1,0,0,681,5,1,1,1,2,2,0,0,0,0,8,3,1,0,1,20,0,80,NA,NA
finna,p103,Female,18,african,385542,1156212,0,0,0,0,0,2,2,0,2,0,126221,5,1,1,3,3,0,1,0,0,5,2,1,1,0,5,34,1,80,2,18
finna,p98,Female,20,hispanic,50863,50863,5,0,0,0,5,0,0,6,0,0,0,5,1,1,3,1,0,0,4,0,0,0,3,1,0,1,46,0,80,NA,NA
finna,p89,Female,19,white,1412,51337,0,0,0,0,4,0,0,7,0,0,1276,5,1,1,4,1,0,0,0,1,0,8,0,1,0,1,28,0,80,NA,NA
finna,p169,Male,19,white,19657,62723,1,11,4,1,2,0,2,4,5,0,18064,1,1,1,3,1,0,0,0,0,0,4,0,0,0,5,43,1,80,0,18
finna,p110,Male,19,white,8411,62723,0,0,0,0,0,3,1,0,3,0,325,3,3,1,1,2,0,0,0,0,0,4,0,1,0,1,54,0,80,2,18
finna,p138,Male,20,white,10465,50625,0,1,0,0,1,0,2,0,0,0,603,1,1,1,2,1,0,0,0,0,0,15,1,0,0,1,11,0,80,NA,NA
finna,p90,Female,19,white,11125,20558,0,0,0,0,2,2,1,0,1,0,657,5,1,1,1,1,0,1,0,0,0,9,3,1,0,1,30,0,80,0,18
finna,p101,Female,19,white,385542,1156212,0,0,0,0,10,0,1,3,3,0,126221,5,1,5,3,2,0,0,1,0,0,2,3,1,1,1,44,0,80,0,18
finna,p112,Female,24,white,12760,506278,0,1,0,1,2,0,2,6,0,0,49622,5,1,5,3,1,1,0,0,0,0,14,1,1,1,1,10,0,80,NA,NA
finna,p52,Female,19,white,64235,396500,0,0,0,0,0,0,2,0,1,0,18064,5,1,1,1,3,0,1,0,0,0,5,1,1,0,1,25,0,80,0,18
finna,p57,Female,16,african,56377,331582,0,0,0,0,0,0,2,0,4,0,13160,5,1,5,1,3,0,0,0,0,5,0,1,1,1,5,2,1,80,0,18
finna,p26,Female,19,white,14091,87335,0,0,0,4,4,0,0,7,0,0,2634,5,3,1,4,4,0,0,0,0,0,13,4,1,0,1,5,0,80,NA,NA
finna,p84,Male,18,asian,17056,1156212,0,6,2,0,2,0,2,2,1,0,126221,5,1,1,3,2,0,1,0,0,5,6,1,1,0,1,50,0,80,0,18
finna,p85,Female,20,white,8391881,2567098,0,0,0,0,1,0,1,2,7,0,942470,5,1,1,3,4,2,0,0,0,0,6,3,1,0,5,46,1,80,0,18
finna,p171,Female,18,white,12014,331582,0,0,0,0,3,5,1,1,0,0,13160,5,1,1,3,2,0,1,0,0,0,2,1,1,0,1,9,0,80,NA,NA
finna,p62,Female,21,white,4727,35930,0,0,0,0,0,3,1,0,1,0,200,5,1,5,1,2,0,0,0,0,0,6,7,1,1,1,42,0,80,0,18
finna,p27,Female,19,white,34662,131939,0,0,0,0,0,0,4,0,1,0,3261,5,1,1,1,3,0,0,0,0,0,8,0,1,0,5,59,1,80,1,18
finna,p146,Female,18,white,103486,143962,0,0,5,0,5,0,0,5,0,0,5813,5,1,1,1,1,0,2,0,0,0,13,5,1,0,1,51,0,80,NA,NA
finna,p92,Female,19,white,34033,396500,0,0,0,0,1,0,3,1,0,0,18064,5,5,5,3,1,0,1,1,0,0,2,3,1,1,1,34,0,80,NA,NA
finna,p47,Female,22,white,333013,855062,0,1,0,0,1,0,4,2,2,0,212741,1,1,1,1,5,0,1,0,0,0,7,1,0,0,1,6,0,80,1,18
finna,p131,Female,18,white,6509,121907,0,11,5,0,0,0,0,2,0,0,1463,1,1,1,1,1,1,0,0,0,0,14,3,0,0,1,36,0,80,NA,NA
finna,p11,Female,18,asian,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,14,0,0,0,0,1,0,0,0,1,41,0,80,NA,NA
finna,p109,Female,19,white,24105,24106,0,0,0,0,1,4,0,0,0,0,1548,5,1,1,4,1,0,1,1,0,0,7,3,1,0,1,57,0,80,NA,NA
finna,p179,Male,21,white,72878,1156212,0,0,2,0,3,0,0,1,0,0,126221,5,1,1,1,5,0,0,0,0,0,5,1,1,0,5,7,1,80,NA,NA
finna,p64,Female,19,white,25294,69176,0,0,0,0,0,0,1,0,4,0,404,5,3,1,3,6,1,3,0,0,0,11,9,1,0,5,44,1,80,3,18
finna,p5,Male,19,white,4016,50625,0,1,0,0,3,2,1,0,0,0,603,1,1,1,2,1,0,0,0,0,0,6,1,0,0,1,10,0,80,NA,NA
finna,p153,Female,19,white,10786,44739,0,3,1,1,4,0,0,3,0,0,329,5,3,1,1,2,0,0,0,0,0,6,3,1,0,1,25,0,80,NA,NA
finna,p119,Male,18,white,24545,92107,0,2,5,3,3,1,3,5,0,0,1548,5,3,1,2,2,0,0,0,0,0,5,3,1,0,1,32,0,80,NA,NA
finna,p134,Female,19,white,3090,29559,0,7,2,0,1,0,0,5,0,0,698,1,1,1,1,1,0,0,0,0,0,4,3,0,0,1,20,0,80,NA,NA
finna,p45,Female,18,asian,281262,506278,0,0,0,1,0,0,4,3,3,0,18064,5,1,1,4,2,2,1,1,0,1,9,4,1,0,5,62,1,80,2,18
finna,p9,Female,19,white,39051,383154,0,0,0,0,1,0,5,6,5,0,5862,5,1,1,5,4,1,0,0,0,1,5,0,1,0,1,3,0,80,2,18
finna,p14,Female,21,white,29899,3053793,0,0,4,0,3,3,0,1,3,0,169851,5,1,1,1,1,1,0,0,0,0,6,0,1,0,1,32,0,80,1,18
