"X1","Date","AveragePrice","Total Volume","4046","4225","4770","Total Bags","Small Bags","Large Bags","XLarge Bags","type","year","region"
18,2017-08-27,2.84,3591.12,44.1,2900.22,10.77,636.03,190.01,446.02,0,"organic",2017,"StLouis"
3,2015-12-06,1.01,99519.99,41191.54,35662.29,100.43,22565.73,22565.73,0,0,"conventional",2015,"Roanoke"
41,2017-03-19,2.04,24796.8,604.48,17563.18,45.65,6583.49,6460.53,122.96,0,"organic",2017,"HartfordSpringfield"
23,2015-07-19,1.02,2614726.11,1801294.72,417289.56,89206.49,306935.34,290890.18,13264.37,2780.79,"conventional",2015,"LosAngeles"
44,2015-02-22,1.4,24794.39,4987.23,6082.18,28.78,13696.2,1180,12516.2,0,"organic",2015,"Denver"
30,2016-05-29,1.7,23435.02,754.48,10667.23,322.07,11691.24,9420.82,2270.42,0,"organic",2016,"BaltimoreWashington"
2,2017-12-17,1.08,124002.08,29951.42,31312.81,85.19,62652.66,56079.52,6554.89,18.25,"conventional",2017,"Roanoke"
34,2017-05-07,1.4,560446.85,157076.63,348134.91,1707.32,53527.99,49645.28,567.71,3315,"conventional",2017,"Sacramento"
14,2015-09-20,1.47,11781.86,8733.8,46.33,0,3001.73,3001.73,0,0,"organic",2015,"Houston"
26,2015-06-28,1.64,659947.03,192182.13,332739.27,5956.87,129068.76,80006.4,49062.36,0,"organic",2015,"TotalUS"
15,2015-09-13,1.81,10361.87,3295.36,6467.03,0,599.48,596.15,3.33,0,"organic",2015,"SanDiego"
21,2016-07-31,1.12,595856.48,93422.28,157723.11,2598.83,342112.26,341834.97,241.87,35.42,"conventional",2016,"Seattle"
0,2016-12-25,1.21,94378.68,28632.23,4227.39,0,61519.06,59525.98,1993.08,0,"organic",2016,"SouthCentral"
49,2015-01-18,1.97,3496.27,78.13,1775.25,628.28,1014.61,925.39,89.22,0,"organic",2015,"RaleighGreensboro"
31,2015-05-24,1.65,2362.64,81.97,1193.4,0,1087.27,853.88,233.39,0,"organic",2015,"Indianapolis"
40,2015-03-22,1.88,8083.91,10.14,977.2,0,7096.57,7096.57,0,0,"organic",2015,"NorthernNewEngland"
8,2018-01-28,1.99,7631.73,2280.4,3098,0,2253.33,2253.33,0,0,"organic",2018,"Sacramento"
37,2015-04-12,1.87,7094.98,46.16,444.69,0,6604.13,6604.13,0,0,"organic",2015,"NorthernNewEngland"
41,2016-03-13,0.88,210904.76,3172.25,126850.83,7482.64,73399.04,19111.28,52395.6,1892.16,"conventional",2016,"CincinnatiDayton"
40,2016-03-20,2.33,24714.55,1130.34,21871.99,0,1712.22,1712.22,0,0,"organic",2016,"SanFrancisco"
0,2018-03-25,1.34,8539.23,73.78,1301.09,0,7164.36,7162.69,1.67,0,"organic",2018,"GrandRapids"
48,2016-01-24,0.9,228086.1,101029.21,36030.5,403.01,90623.38,77619.11,13004.27,0,"conventional",2016,"NewOrleansMobile"
38,2016-04-03,1.15,27248.91,6435.15,2257.4,15.61,18540.75,11673.65,6867.1,0,"organic",2016,"Denver"
14,2015-09-20,2.79,15197.42,1209.92,13971.53,0,15.97,15.97,0,0,"organic",2015,"SanFrancisco"
43,2015-03-01,1.43,112363.86,1032.92,41685.04,104.16,69541.74,69479.52,62.22,0,"conventional",2015,"BuffaloRochester"
2,2018-03-11,2.02,13869.87,93.04,6501.92,224.71,7050.2,6823.87,226.33,0,"organic",2018,"RaleighGreensboro"
35,2016-04-24,0.86,566117.77,233226.21,148355.96,155.42,184380.18,60995.42,122379.2,1005.56,"conventional",2016,"Tampa"
12,2015-10-04,1.61,176416.14,27947.64,79505.2,59.03,68904.27,2908.21,65996.06,0,"organic",2015,"West"
24,2015-07-12,1.38,372062.3,15106.58,233808.22,1885.79,121261.71,109196.16,11757.42,308.13,"conventional",2015,"Philadelphia"
23,2016-07-17,1.45,71665.65,15952.32,12582.02,1043.27,42088.04,27168.06,14919.98,0,"organic",2016,"Southeast"
29,2016-06-05,0.89,291490.49,176829.29,26539.09,557.45,87564.66,59274.56,15485.38,12804.72,"conventional",2016,"NewOrleansMobile"
20,2015-08-09,1.19,448135.88,174171.38,185098.36,17536.12,71330.02,71232.22,89.57,8.23,"conventional",2015,"Portland"
26,2016-06-26,1.63,52284.1,5251.61,22040.06,1998.21,22994.22,16106.91,6887.31,0,"organic",2016,"Plains"
43,2016-02-28,1.15,780951.86,32414.21,522790.14,133067.18,92680.33,90777.56,1902.77,0,"conventional",2016,"Chicago"
21,2015-08-02,1.21,399212.29,15487.29,288809.36,955.95,93959.69,85344.81,8614.88,0,"conventional",2015,"Philadelphia"
19,2016-08-14,1.48,1093287.79,186697.3,341463.72,10231.17,554895.6,459261.24,95634.36,0,"organic",2016,"TotalUS"
39,2015-03-29,1.76,2214.84,1346.48,65.78,17.06,785.52,777.4,8.12,0,"organic",2015,"Jacksonville"
7,2017-11-12,2.13,11498.28,770.92,6108.74,0,4618.62,4618.62,0,0,"organic",2017,"SanDiego"
10,2018-01-14,1.15,290571.66,170097.6,22912.24,2542,95019.82,76659.09,17342.95,1017.78,"conventional",2018,"NewOrleansMobile"
43,2016-02-28,0.78,7193896.75,2394790.48,1865704.89,251937.95,2681463.43,1557228.28,1123472.59,762.56,"conventional",2016,"West"
31,2015-05-24,1.37,107181.78,9466.95,54218.49,5347.87,38148.47,22674.58,15473.89,0,"organic",2015,"Midsouth"
28,2015-06-14,1.75,6913.18,203.17,2924.84,1010.38,2774.79,2179.92,594.87,0,"organic",2015,"RaleighGreensboro"
49,2016-01-17,0.97,272594.61,102087.13,115257.04,8461.9,46788.54,46788.54,0,0,"conventional",2016,"RichmondNorfolk"
49,2015-01-18,1.63,6032.31,3449.94,1769.04,0,813.33,813.33,0,0,"organic",2015,"LasVegas"
46,2017-02-12,1.63,9089.66,148.37,4040.19,418.86,4482.24,4319.92,162.32,0,"organic",2017,"Charlotte"
37,2016-04-10,1.18,143035.65,3698.97,67804.99,2131.31,69400.38,45422.41,23977.97,0,"organic",2016,"Midsouth"
44,2016-02-21,1.21,1315177.5,15028.05,930110.1,3071.33,366968.02,323061.15,43906.87,0,"conventional",2016,"NewYork"
19,2017-08-20,1.77,474982.44,6723.39,328845.89,1675.13,137738.03,90348.04,44267.77,3122.22,"conventional",2017,"Boston"
32,2015-05-17,1.44,5434.12,718.19,2245.09,1424.3,1046.54,944.61,101.93,0,"organic",2015,"SouthCarolina"
46,2015-02-08,1.68,2086.14,41.71,778.93,0,1265.5,1226.67,38.83,0,"organic",2015,"Indianapolis"
8,2015-11-01,2.09,12422.6,3272.39,8029.19,707.98,413.04,320.72,92.32,0,"organic",2015,"NewYork"
1,2016-12-18,1.23,173890.1,27404.62,34331.66,185.11,111968.71,27269.38,84699.33,0,"organic",2016,"West"
33,2016-05-08,1.14,8467.42,372.26,4350.95,3.42,3740.79,994.3,2746.49,0,"organic",2016,"Columbus"
47,2015-02-01,1.65,3796.16,39.55,151.13,0,3605.48,3605.48,0,0,"organic",2015,"HarrisburgScranton"
47,2016-01-31,1.65,9140.79,2.48,154.07,0,8984.24,8984.24,0,0,"organic",2016,"NorthernNewEngland"
40,2016-03-20,0.91,6476206.54,1893617.8,2191468.26,299002.93,2092117.55,1883192.26,189928.31,18996.98,"conventional",2016,"California"
25,2017-07-09,1.47,237446.62,41065.78,129466.37,176.98,66737.49,49614.54,8987.95,8135,"conventional",2017,"HarrisburgScranton"
22,2016-07-24,2.16,1760.07,286.36,1281.97,0,191.74,7.37,184.37,0,"organic",2016,"Spokane"
43,2015-03-01,1.84,849.44,32.69,506.75,0,310,310,0,0,"organic",2015,"GrandRapids"
3,2017-12-10,1.03,35634913.01,11943914.54,11659897.51,398348.55,11632752.41,8404955.25,3122650.26,105146.9,"conventional",2017,"TotalUS"
30,2015-05-31,1.85,1082.52,22.99,722.86,0,336.67,336.67,0,0,"organic",2015,"GrandRapids"
51,2015-01-04,1.79,1373.95,57.42,153.88,0,1162.65,1162.65,0,0,"organic",2015,"Albany"
1,2015-12-20,1.13,1139861.64,497437.17,341262.17,27253.71,273908.59,255725.09,16936.24,1247.26,"conventional",2015,"Plains"
46,2016-02-07,0.85,4865296.26,652666.36,2644419.02,704466.56,863744.32,516542.03,238503.11,108699.18,"conventional",2016,"GreatLakes"
18,2017-08-27,1.7,3374546.02,246450.56,2076611.47,7302.53,1044181.46,892785.83,130586.74,20808.89,"conventional",2017,"Northeast"
18,2016-08-21,1.63,132894.77,2041.86,66472.24,18506.96,45873.71,39617.39,1742.09,4514.23,"conventional",2016,"GrandRapids"
0,2016-12-25,0.93,166486.05,63236.61,18070.01,66.44,85112.99,67429.01,16683.98,1000,"conventional",2016,"Nashville"
23,2017-07-23,1.85,87888.29,5573.31,20491.42,1314.87,60508.69,60473.16,35.53,0,"organic",2017,"NewYork"
36,2016-04-17,0.9,37467885.19,11954487.56,12896366.58,1896149.5,10720881.55,8128710.21,2467001.94,125169.4,"conventional",2016,"TotalUS"
32,2017-05-21,1.95,8671.15,2887.66,3339.62,0,2443.87,753.66,1690.21,0,"organic",2017,"LasVegas"
0,2018-03-25,1.6,9097.89,82.57,1984.01,0,7031.31,6152.25,879.06,0,"organic",2018,"Roanoke"
11,2016-10-09,2.04,26995.26,79.04,23403.99,0,3512.23,3512.23,0,0,"organic",2016,"Chicago"
7,2016-11-06,1.92,9664.27,208.66,3144.06,728.54,5583.01,5234.36,348.65,0,"organic",2016,"Charlotte"
48,2015-01-25,1.93,4131.86,1526.97,2031.56,0,573.33,573.33,0,0,"organic",2015,"StLouis"
18,2016-08-21,1.51,1033169.7,177591.96,308314.91,5831.02,541431.81,458921.84,82509.97,0,"organic",2016,"TotalUS"
31,2017-05-28,1.91,17421.67,843.78,9946.37,1.66,6629.86,6629.86,0,0,"organic",2017,"SanDiego"
0,2018-03-25,1.74,38441.23,27.25,2031.54,0,36382.44,29466.95,6915.49,0,"organic",2018,"Boston"
28,2017-06-18,1.06,104369.68,2581.61,49620.17,541.77,51626.13,21822.14,29725.7,78.29,"conventional",2017,"Louisville"
10,2018-01-14,1.36,171192.49,76981.79,12192.94,419.29,81598.47,65370.95,16227.52,0,"conventional",2018,"StLouis"
32,2017-05-21,1.17,271051.35,85990.47,95579.62,2457.75,87023.51,82632.8,4363.23,27.48,"conventional",2017,"RichmondNorfolk"
42,2016-03-06,1.15,1381.84,16.45,490.93,0,874.46,0,874.46,0,"organic",2016,"Boise"
4,2018-02-25,1.34,249254.23,63442.49,91258.71,5678.86,88874.17,86338.79,2535.38,0,"conventional",2018,"Charlotte"
14,2017-09-24,2.06,19095.21,10381.1,8026.03,0,688.08,688.08,0,0,"organic",2017,"SanFrancisco"
12,2017-10-08,1.28,713847.15,334851.45,146162.7,2097.5,230735.5,183526.64,47192.19,16.67,"conventional",2017,"PhoenixTucson"
34,2017-05-07,2.13,21753.01,964.17,9975.92,229.32,10583.6,10561.56,22.04,0,"organic",2017,"BaltimoreWashington"
9,2017-10-29,1.86,7341.92,2787.56,2909.91,0,1644.45,1644.45,0,0,"organic",2017,"Sacramento"
48,2017-01-29,0.76,909463.13,153610.95,175048.56,17090.49,563713.13,423872.42,138350.97,1489.74,"conventional",2017,"Portland"
29,2016-06-05,0.76,3715458.49,1596545.36,650812.6,121002.86,1347097.67,1196472.82,124721.49,25903.36,"conventional",2016,"LosAngeles"
11,2018-01-07,2.18,6511.97,2187.59,2577.71,0,1746.67,1746.67,0,0,"organic",2018,"Sacramento"
45,2016-02-14,0.87,2863.27,42.95,839.99,0,1980.33,204.91,1775.42,0,"organic",2016,"Boise"
51,2016-01-03,1.93,18894.27,1153.15,17249.32,0,491.8,382.86,108.94,0,"organic",2016,"SanFrancisco"
14,2017-09-24,1.69,120872.81,53450.48,16472.11,904.63,50045.59,44515,5349.24,181.35,"conventional",2017,"Columbus"
46,2017-02-12,0.72,406866.03,128160.12,59930.14,8137.14,210638.63,53528.96,157109.67,0,"conventional",2017,"LasVegas"
44,2017-02-26,0.95,6342089.92,2193499.5,2038284.77,155642.35,1954663.3,1870562.62,42309.14,41791.54,"conventional",2017,"California"
48,2016-01-24,0.95,317032.31,145616.86,92970.97,9676.68,68767.8,43452.47,25315.33,0,"conventional",2016,"SouthCarolina"
21,2015-08-02,2.04,26756.69,8531.33,14816.24,55.81,3353.31,0,3353.31,0,"organic",2015,"Seattle"
42,2015-03-08,0.78,1166055.83,507328.95,517669.77,5321.52,135735.59,60498.92,75236.67,0,"conventional",2015,"Houston"
23,2016-07-17,0.96,1070350.11,542103.44,210287.21,7622.87,310336.59,303925.61,2984.62,3426.36,"conventional",2016,"DallasFtWorth"
44,2015-02-22,1.76,2584.79,1346.61,31.51,0,1206.67,1206.67,0,0,"organic",2015,"Orlando"
28,2016-06-12,0.88,596634.56,216162.48,144195.74,26931.15,209345.19,189261.8,19728.39,355,"conventional",2016,"SanDiego"
8,2018-01-28,1.51,15027.47,702.32,4805.49,0,9519.66,3133.44,6386.22,0,"organic",2018,"CincinnatiDayton"
26,2015-06-28,1.9,3772.87,686.65,1498.15,548.6,1039.47,719.34,320.13,0,"organic",2015,"SouthCarolina"
19,2015-08-16,1.62,29458.3,1142.46,27912.51,0,403.33,403.33,0,0,"organic",2015,"Chicago"
21,2017-08-06,1.48,501154.94,341186.45,64789.85,324.38,94854.26,38651.03,48348.78,7854.45,"conventional",2017,"MiamiFtLauderdale"
31,2017-05-28,0.96,303442.79,10451.69,76776.7,1279.88,214934.52,34309.89,180475.96,148.67,"conventional",2017,"CincinnatiDayton"
10,2015-10-18,1.94,5657.95,2169,2870.36,0,618.59,63.33,555.26,0,"organic",2015,"Atlanta"
13,2015-09-27,1.15,192478.26,30410.27,108385.85,294.6,53387.54,51731.16,1656.38,0,"conventional",2015,"HarrisburgScranton"
48,2015-01-25,1.77,845.05,1.24,130.95,0,712.86,712.86,0,0,"organic",2015,"Syracuse"
52,2017-01-01,1.24,3707.67,245.43,38.31,2.39,3421.54,910,2511.54,0,"organic",2017,"Jacksonville"
4,2015-11-29,1.59,48901.36,2430.46,9533.76,710.99,36226.15,24764.03,11462.12,0,"organic",2015,"Northeast"
1,2015-12-20,0.99,127373.56,87309.07,7415.81,4356.81,28291.87,23562.1,4722.17,7.6,"conventional",2015,"Nashville"
46,2015-02-08,1.89,3707.77,1601.65,1352.79,0,753.33,753.33,0,0,"organic",2015,"StLouis"
22,2015-07-26,1.53,43803.78,17779.91,18294.82,0,7729.05,7729.05,0,0,"organic",2015,"LosAngeles"
34,2016-05-01,1.37,17211.18,1184.83,9050.03,0,6976.32,6870.3,106.02,0,"organic",2016,"SanDiego"
41,2017-03-19,1.15,86727.42,33891.7,3887.21,9034.34,39914.17,39041.29,834.37,38.51,"conventional",2017,"Boise"
0,2018-03-25,1.58,374859.68,19823.16,58366.54,201.04,296468.94,265716.88,30752.06,0,"organic",2018,"Northeast"
42,2015-03-08,0.75,1218684.28,724775.83,371564.05,11201.82,111142.58,97450.44,13677.78,14.36,"conventional",2015,"DallasFtWorth"
44,2017-02-26,1.82,182655.98,22185.72,70918.22,161.59,89390.45,86833.66,2556.79,0,"organic",2017,"Northeast"
35,2016-04-24,1.4,6973.42,132.24,3781.88,0,3059.3,1995.38,1063.92,0,"organic",2016,"Roanoke"
50,2017-01-15,0.68,7103726.14,4335593.06,1264050.32,18959.07,1485123.69,1360058.7,110035.17,15029.82,"conventional",2017,"SouthCentral"
15,2015-09-13,1.13,1526985.3,727720.21,491074.45,15652.47,292538.17,271845.35,19120.68,1572.14,"conventional",2015,"Plains"
6,2015-11-15,0.88,193723.22,2680,129291.79,4905.63,56845.8,15733.89,40083.17,1028.74,"conventional",2015,"CincinnatiDayton"
4,2017-12-03,1.35,379540,20978,209391,293,148879,128086,20793,0,"conventional",2017,"Philadelphia"
29,2016-06-05,1.04,12826.69,1891.62,4901.23,0,6033.84,950.42,5083.42,0,"organic",2016,"Atlanta"
39,2015-03-29,1.63,15847.83,7578.28,3597.75,786.94,3884.86,3884.86,0,0,"organic",2015,"BaltimoreWashington"
50,2016-01-10,0.97,163977.03,82729.5,33601.78,17903.44,29742.31,21493.26,6988.68,1260.37,"conventional",2016,"Columbus"
28,2016-06-12,1.15,3443333.94,593779.04,1519607.27,285261.84,1044685.79,858070.55,135926.11,50689.13,"conventional",2016,"GreatLakes"
47,2015-02-01,1.06,57802.02,38413.44,19160.87,0,227.71,227.71,0,0,"organic",2015,"SanFrancisco"
28,2015-06-14,0.79,3689140.93,2747257.69,497878.86,69556.02,374448.36,357012.13,14619.41,2816.82,"conventional",2015,"LosAngeles"
6,2017-11-19,2.2,2838.6,184.35,1208.98,0,1445.27,367.77,1034.63,42.87,"organic",2017,"Spokane"
43,2017-03-05,0.83,318890.26,4497.87,85819.87,0,228572.52,30235.13,198337.39,0,"organic",2017,"GreatLakes"
27,2017-06-25,1.03,362489.51,130867.46,49034.77,6653.42,175933.86,53411.08,122522.78,0,"conventional",2017,"LasVegas"
10,2017-10-22,2.02,6578.62,44.43,1254.63,0,5279.56,1960.35,3319.21,0,"organic",2017,"StLouis"
34,2017-05-07,1.64,5564.72,811.85,37.89,0,4714.98,2881.11,1833.87,0,"organic",2017,"Tampa"
6,2016-11-13,1.25,408260.87,185966.29,63348.63,180.57,158765.38,92308.66,66233.39,223.33,"conventional",2016,"Atlanta"
50,2016-01-10,0.95,196216.36,21275.55,94804.67,29602.84,50533.3,42015.27,8518.03,0,"conventional",2016,"Charlotte"
31,2016-05-22,1.58,1581.74,564.95,5.8,0,1010.99,1007.66,3.33,0,"organic",2016,"NewOrleansMobile"
29,2016-06-05,1.41,14224.73,5353.51,6571.59,0,2299.63,765.05,1534.58,0,"organic",2016,"LasVegas"
43,2017-03-05,1.11,93814.08,29234.27,5256.5,12115.21,47208.1,32638.67,14550.61,18.82,"conventional",2017,"Boise"
6,2015-11-15,1.15,8779.47,6.99,534.36,0,8238.12,8232.57,5.55,0,"organic",2015,"Boston"
31,2015-05-24,1.83,1417.63,10.03,983.02,0,424.58,418.21,6.37,0,"organic",2015,"GrandRapids"
46,2017-02-12,1.21,129193.22,3448.61,41590.11,1599.36,82555.14,35082.56,47472.58,0,"organic",2017,"Midsouth"
15,2015-09-13,1.9,7622.55,5346.57,1082.07,0,1193.91,968.39,225.52,0,"organic",2015,"PhoenixTucson"
34,2015-05-03,1.03,12425.42,426.78,6174.2,548.21,5276.23,2313.33,2962.9,0,"organic",2015,"RichmondNorfolk"
33,2015-05-10,1.28,107735.95,9453.83,49525.46,5246.3,43510.36,20888.16,22622.2,0,"organic",2015,"Midsouth"
36,2015-04-19,0.82,5593885.09,3657278.94,1183497.85,114923.71,638184.59,538970.63,99203.37,10.59,"conventional",2015,"SouthCentral"
28,2016-06-12,0.99,93820.2,31353.21,17047.78,3152.34,42266.87,37812.07,4447.33,7.47,"conventional",2016,"Spokane"
9,2015-10-25,1.98,3885.53,54.15,2232.58,9.72,1589.08,339.5,1249.58,0,"organic",2015,"HartfordSpringfield"
37,2016-04-10,0.84,589694.67,190244.17,158653.72,21394.47,219402.31,175064.61,44337.7,0,"conventional",2016,"SanDiego"
48,2015-01-25,1.26,10191.82,220.4,8150.22,0,1821.2,377.77,1443.43,0,"organic",2015,"CincinnatiDayton"
3,2015-12-06,1.48,10458.62,5582.56,401.5,0,4474.56,4474.56,0,0,"organic",2015,"DallasFtWorth"
6,2017-11-19,1.42,6294.98,96.95,999.16,0,5158.34,3917.63,1240.71,0,"organic",2017,"Indianapolis"
41,2015-03-15,1.41,236130.36,100362.24,106186.35,69.48,29512.29,7666.67,21845.62,0,"organic",2015,"West"
2,2017-12-17,1.57,1148617.16,94905.86,248498.73,982.45,803682.1,673202.55,130360.58,118.97,"organic",2017,"TotalUS"
26,2016-06-26,1.02,19243.4,482.14,9041.74,0,9719.52,767.81,8951.71,0,"organic",2016,"CincinnatiDayton"
0,2018-03-25,1.23,986038.75,108250.52,591934.75,4205.03,281648.45,277508.08,2777.04,1363.33,"conventional",2018,"BaltimoreWashington"
9,2018-01-21,1.77,3510.16,67.15,597.85,6.46,2838.7,2105.56,733.14,0,"organic",2018,"Jacksonville"
27,2015-06-21,1.35,5347.37,493.67,3524.91,1.12,1327.67,381.41,946.26,0,"organic",2015,"Columbus"
10,2016-10-16,1.59,33108.57,835.37,10706.93,10.46,21555.81,3017.8,18538.01,0,"organic",2016,"Seattle"
44,2015-02-22,1.07,45675.05,1088.38,35056.13,151,9379.54,9000.16,379.38,0,"conventional",2015,"Albany"
39,2017-04-02,1.3,3350938.53,670531.47,1325656.97,32123.7,1322626.39,1192231.15,126225.16,4170.08,"conventional",2017,"Midsouth"
19,2017-08-20,2.16,75146.55,10649.2,18026.76,0,46470.59,46450.59,20,0,"organic",2017,"LosAngeles"
10,2018-01-14,1.31,4198992.14,2371136.88,403224.01,17012.38,1407618.87,845928.49,540110.99,21579.39,"conventional",2018,"Southeast"
16,2015-09-06,1.16,64464.61,44134.65,5402.17,7991.75,6936.04,6934.43,0,1.61,"conventional",2015,"Boise"
32,2015-05-17,1.85,5578.04,293.24,1605.75,11.3,3667.75,3667.75,0,0,"organic",2015,"Philadelphia"
42,2017-03-12,0.99,315445.03,114790.55,38280.91,8807.29,153566.28,72719.62,80846.66,0,"conventional",2017,"LasVegas"
50,2017-01-15,2.09,42233.25,6002.05,18195.1,117.02,17919.08,17791.92,127.16,0,"organic",2017,"NewYork"
38,2017-04-09,0.9,23252.59,719.48,5138.49,0,17394.62,1008.83,16385.79,0,"organic",2017,"Detroit"
29,2016-06-05,1.11,308049.48,69779.42,115207.29,42240.01,80822.76,78796.85,800.08,1225.83,"conventional",2016,"RaleighGreensboro"
0,2016-12-25,1.15,69054.97,13134.96,22888.68,43.42,32987.91,32946.57,13.33,28.01,"conventional",2016,"Spokane"
7,2016-11-06,3.12,19043.8,5898.49,10039.34,0,3105.97,3079.3,26.67,0,"organic",2016,"SanFrancisco"
34,2017-05-07,1.34,138588.03,30711.6,11489.92,0,96386.51,87975.05,8411.46,0,"organic",2017,"SouthCentral"
13,2017-10-01,2.86,25718.23,770.12,9708.8,7.6,15231.71,1062.22,14155.42,14.07,"organic",2017,"Seattle"
41,2016-03-13,1.18,51451.83,409.24,15023.6,41.84,35977.15,10152.23,25824.92,0,"organic",2016,"Seattle"
18,2015-08-23,1.11,267968.5,114208.75,36663.35,61914.67,55181.73,45741.01,2154.69,7286.03,"conventional",2015,"Detroit"
45,2016-02-14,0.61,1209857.67,788381.39,243842.36,22140.43,155493.49,77572.93,77920.56,0,"conventional",2016,"PhoenixTucson"
10,2016-10-16,1.07,246801.93,6797.94,89324.91,1275.42,149403.66,32352.58,117051.08,0,"conventional",2016,"CincinnatiDayton"
31,2017-05-28,1.37,3562841.46,580440.94,1365403.08,269625.44,1347372,776304.5,523114.36,47953.14,"conventional",2017,"GreatLakes"
13,2017-10-01,1.8,11071.7,2624.47,142.4,0,8304.83,8270.68,34.15,0,"organic",2017,"PhoenixTucson"
40,2017-03-26,1.71,498987.31,297987.32,79372.45,370.75,121256.79,59606.47,61500.32,150,"conventional",2017,"MiamiFtLauderdale"
44,2017-02-26,0.79,864199.16,471215.82,67019.53,15924.59,310039.22,126854.84,183184.38,0,"conventional",2017,"WestTexNewMexico"
31,2015-05-24,1.7,11605.98,8631.46,1351.35,0,1623.17,960,663.17,0,"organic",2015,"PhoenixTucson"
2,2017-12-17,1.26,189529.04,58017.31,56564.52,3658.03,71289.18,66708.48,4580.7,0,"conventional",2017,"Charlotte"
30,2015-05-31,1.23,95123.62,922.37,70469.69,50.55,23681.01,23222.49,458.52,0,"conventional",2015,"Albany"
21,2016-07-31,1.18,3329108.94,1502915.49,710445.49,18938.44,1096809.52,724983.8,322569.05,49256.67,"conventional",2016,"Southeast"
31,2017-05-28,1.75,1451146.59,52861.92,824445.19,4083.43,569756.05,372163.91,178834.64,18757.5,"conventional",2017,"NewYork"
39,2015-03-29,1.6,674551.02,193273.88,324919.62,5794.39,150563.13,113703.56,36859.57,0,"organic",2015,"TotalUS"
6,2015-11-15,1.89,1208.54,20.71,238.16,0,949.67,949.67,0,0,"organic",2015,"Albany"
14,2016-09-18,1.51,233869.17,37691.02,130354.21,132.81,65691.13,64310.17,1375.96,5,"conventional",2016,"HartfordSpringfield"
0,2017-12-31,1.76,20129.5,0,200.68,0,19928.82,19925.49,3.33,0,"organic",2017,"NorthernNewEngland"
16,2016-09-04,1.16,151456.08,41709.95,27154.21,131.77,82460.15,59982.2,17076.4,5401.55,"conventional",2016,"StLouis"
30,2016-05-29,1.63,4110.96,2183.27,164.4,9.96,1753.33,1753.33,0,0,"organic",2016,"Jacksonville"
51,2017-01-08,1.25,369468.59,5105.33,315473.05,306.22,48583.99,47415.32,1168.67,0,"conventional",2017,"HartfordSpringfield"
0,2015-12-27,1.31,10598.3,4797.41,57.91,0,5742.98,4815.51,927.47,0,"organic",2015,"Houston"
30,2017-06-04,2.47,7061.26,295.98,4783.78,342.96,1638.54,1638.54,0,0,"organic",2017,"Charlotte"
7,2017-11-12,1.49,8255.79,186.3,1175.14,0,6861.81,4912.09,1949.72,0,"organic",2017,"Indianapolis"
28,2017-06-18,2.12,23277.63,16.6,1617.23,0,21643.8,19934.14,1709.66,0,"organic",2017,"Boston"
3,2016-12-04,1.53,7908.69,893.1,8.76,0,7006.83,6547.63,459.2,0,"organic",2016,"Pittsburgh"
22,2015-07-26,2.06,1397.24,145.93,176.28,17.81,1057.22,1057.22,0,0,"organic",2015,"HarrisburgScranton"
30,2016-05-29,0.98,6700986.44,2522305.33,2097509.45,341992.36,1739179.3,1546212.08,160781.09,32186.13,"conventional",2016,"California"
40,2017-03-26,1.41,139274.81,4177.03,50392.67,2224.98,82480.13,31877.73,50602.4,0,"organic",2017,"Midsouth"
21,2015-08-02,2.12,3357.29,116.22,1353.43,0,1887.64,1887.64,0,0,"organic",2015,"Boston"
10,2016-10-16,1.49,8965.14,3.64,202.56,0,8758.94,8758.94,0,0,"organic",2016,"NorthernNewEngland"
3,2017-12-10,1.13,940850.93,103332.38,546809.87,3979.72,286728.96,263946.3,22782.66,0,"conventional",2017,"BaltimoreWashington"
12,2016-10-02,1.51,539574.59,221783.43,125421.99,360.91,192008.26,71779.19,120229.07,0,"conventional",2016,"MiamiFtLauderdale"
3,2018-03-04,1.76,6858.14,982.72,2294.52,0,3580.9,3054.45,526.45,0,"organic",2018,"StLouis"
14,2015-09-20,1.02,590721.74,158198.44,242849.81,11283.42,178390.07,178374.58,8.85,6.64,"conventional",2015,"Seattle"
15,2016-09-11,1.84,16980.59,39.64,888.2,0,16052.75,16052.75,0,0,"organic",2016,"Boston"
1,2016-12-18,1.06,1426470.94,581861.96,428227.02,3271.57,413110.39,377226.69,30112.48,5771.22,"conventional",2016,"Plains"
47,2017-02-05,1.72,3417.56,913.99,112.02,6.36,2385.19,464.44,1920.75,0,"organic",2017,"Jacksonville"
3,2018-03-04,0.79,7399716.74,3596162.29,1104894.9,30623.35,2668036.2,2185246.31,416456.32,66333.57,"conventional",2018,"SouthCentral"
44,2017-02-26,0.73,1372811.19,821922.48,198567.11,32790.32,319531.28,292306.27,27130.14,94.87,"conventional",2017,"DallasFtWorth"
40,2016-03-20,0.93,36335483.78,11134390.98,13727453.57,1773088.87,9700550.36,7248857.68,2374053.89,77638.79,"conventional",2016,"TotalUS"
48,2017-01-29,1.43,8952.16,940.32,19.9,0,7991.94,7464.93,527.01,0,"organic",2017,"Pittsburgh"
40,2016-03-20,1.02,596110.62,76059.35,193206.73,9181.87,317662.67,317318.4,61.11,283.16,"conventional",2016,"Seattle"
40,2017-03-26,0.72,22560.01,631.67,3717.06,0,18211.28,2514.95,15696.33,0,"organic",2017,"Columbus"
6,2018-02-11,2.22,21708.65,9960.19,9215.13,0,2533.33,2533.33,0,0,"organic",2018,"SanFrancisco"
